address,price,list_fee,sold_date,sqm,rooms,elevator,patio,new_production,balcony,gardet,kungsholmen,norrmalm,ostermalm,sodermalm,vasastan,latitude,longitude,distance_to_central_station
Flintbacken 2,6100000,4102.0,2023-04-01,80.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3106873,18.0501817,3.6 km
Timmermansgatan 38B,4300000,2964.0,2023-04-01,50.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3154339,18.0611245,2.5 km
Saltmätargatan 6,3800000,1259.0,2023-04-01,35.0,1.0,1,0,0,0,0,0,1,0,0,0,59.33909,18.0594331,1.1 km
Rörstrandsgatan 48A,4575000,2467.0,2023-04-01,37.0,2.0,0,0,0,1,0,0,0,0,0,1,59.3416386,18.0276033,2.3 km
Bråvallagatan 8,3250000,2184.0,2023-04-01,31.0,1.0,1,0,0,0,0,0,0,0,0,1,59.33873089999999,18.0350135,1.8 km
Hälsingegatan 61,5025000,2501.0,2023-04-01,52.0,1.5,1,0,0,1,0,0,0,0,0,1,59.34829649999999,18.0363521,2.5 km
Dalagatan 30,11850000,2662.0,2023-04-01,90.0,4.0,1,0,0,1,0,0,0,0,0,1,59.3399417,18.0475341,1.2 km
Wittstocksgatan 7,18600000,4996.0,2023-04-01,132.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3386279,18.094066,2.6 km
Regeringsgatan 70D,9600000,4030.0,2023-03-31,103.0,4.0,1,0,0,1,0,0,0,1,0,0,59.336854,18.0689749,1.0 km
Bohusgatan 37,6150000,2997.0,2023-03-31,75.0,3.0,1,0,0,0,0,0,0,0,1,0,59.3074776,18.0814201,3.5 km
Strålgatan 47,2400000,2052.0,2023-03-31,24.0,1.0,1,0,0,1,0,1,0,0,0,0,59.32451429999999,18.0038425,3.9 km
Brännkyrkagatan 55,9360000,5912.0,2023-03-31,101.0,5.0,1,0,0,1,0,0,0,0,1,0,59.3189185,18.0586257,2.1 km
Folkungagatan 101,2300000,1463.0,2023-03-31,24.0,1.0,1,0,0,0,0,0,0,0,1,0,59.31570900000001,18.0844609,2.8 km
Carl-Gustaf Lindstedts Gata 6,6550000,6054.0,2023-03-31,81.5,3.0,1,0,0,1,0,1,0,0,0,0,59.333552,18.0438305,1.1 km
Fleminggatan 81,4575000,2500.0,2023-03-31,46.0,2.0,1,0,0,0,0,1,0,0,0,0,59.33425949999999,18.0332168,1.7 km
Starrängsringen 23,8700000,4297.0,2023-03-31,85.0,3.0,1,0,0,1,1,0,0,0,0,0,59.3438792,18.0854383,2.4 km
Ringvägen 83,5900000,3105.0,2023-03-31,66.0,2.5,1,0,0,1,0,0,0,0,1,0,59.3086043,18.0654154,3.2 km
Kungstensgatan 29,5900000,2586.0,2023-03-31,60.0,2.0,1,1,0,0,0,0,0,0,0,1,59.3417784,18.0598214,1.6 km
Tjurbergsgatan 27E,5475000,4287.0,2023-03-31,76.5,3.0,1,0,0,1,0,0,0,0,1,0,59.310161,18.0738843,2.9 km
Björngårdsgatan 14B,13900000,3944.0,2023-03-31,108.0,4.0,0,1,0,0,0,0,0,0,1,0,59.31555040000001,18.066031,2.3 km
Sveavägen 136,8375000,2667.0,2023-03-31,80.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3458767,18.0542532,2.0 km
Idungatan 8A,9000000,2926.0,2023-03-31,73.0,3.0,1,1,0,1,0,0,0,0,0,1,59.348459,18.0469912,2.1 km
Folkungagatan 136A,3355000,1787.0,2023-03-31,32.0,1.0,0,0,0,0,0,0,0,0,1,0,59.3154233,18.0889842,3.0 km
Wittstocksgatan 30,9000000,1431.0,2023-03-31,76.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3385054,18.0979277,2.9 km
Norrtullsgatan 36,3550000,1903.0,2023-03-31,33.0,1.5,1,0,0,1,0,0,0,0,0,1,59.3493796,18.0451906,2.2 km
Vulcanusgatan 1,4000000,2206.0,2023-03-31,42.0,1.5,1,0,0,0,0,0,0,0,0,1,59.3379509,18.0367437,1.6 km
Värtavägen 31,6050000,3193.0,2023-03-31,61.0,3.0,1,0,0,0,1,0,0,0,0,0,59.3424757,18.0976664,3.1 km
Sysslomansgatan 8,3800000,2059.0,2023-03-31,41.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3313303,18.0263937,2.3 km
Sandhamnsgatan 21,5295000,2035.0,2023-03-31,59.0,3.0,1,0,0,1,1,0,0,0,0,0,59.3454257,18.1095332,4.1 km
Luntmakargatan 61,11500000,6980.0,2023-03-31,113.0,4.0,1,0,0,1,0,0,1,0,0,0,59.3402462,18.0604536,1.3 km
Skeppargatan 98,2800000,1378.0,2023-03-31,22.5,1.0,1,0,0,0,1,0,0,0,0,0,59.34273700000001,18.0905008,2.7 km
John Ericssonsgatan 15,3900000,1495.0,2023-03-31,35.0,1.0,1,0,0,1,0,1,0,0,0,0,59.3294779,18.0377677,1.6 km
Östgötagatan 66,3850000,902.0,2023-03-31,38.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3085811,18.0792286,3.2 km
Gambrinusgatan 5,3300000,2072.0,2023-03-31,36.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3303142,18.0375441,1.5 km
Kaptensgatan 11,20000000,5208.0,2023-03-31,129.0,4.0,1,0,0,0,0,0,0,1,0,0,59.33287389999999,18.0816957,1.6 km
Rindögatan 30,3835000,2771.0,2023-03-30,38.0,1.5,1,0,0,1,0,0,0,1,0,0,59.345586,18.0980498,3.3 km
Sågargatan 17,5960000,5101.0,2023-03-30,62.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3139545,18.0914801,3.3 km
Kommendörsgatan 4 ,9995000,3950.0,2023-03-30,78.0,4.0,1,0,0,1,0,0,0,1,0,0,59.3392446,18.0763154,1.6 km
Smedsbacksgatan 26,3350000,3218.0,2023-03-30,45.0,2.0,1,0,0,1,1,0,0,0,0,0,59.3487101,18.0988071,3.5 km
Ruddammsvägen 4,3500000,1683.0,2023-03-30,34.0,1.5,1,1,0,1,0,0,0,1,0,0,59.34956270000001,18.0642223,2.6 km
Starrängsringen 45,6175000,1892.0,2023-03-30,57.0,3.0,1,0,0,1,1,0,0,0,0,0,59.3449495,18.0843117,2.4 km
Lindhagensgatan 63,2860000,1728.0,2023-03-30,27.5,1.0,0,0,0,0,0,1,0,0,0,0,59.33311579999999,18.0167545,2.8 km
Nordenflychtsvägen 64,4050000,1579.0,2023-03-30,45.0,1.5,1,0,0,0,0,1,0,0,0,0,59.33822299999999,18.0096641,3.3 km
Bergsgatan 5B,14400000,5129.0,2023-03-30,118.0,4.0,1,0,0,1,0,1,0,0,0,0,59.3291782,18.045964,1.0 km
Norra Agnegatan 34A,11000000,3794.0,2023-03-30,93.0,4.0,1,0,0,1,0,1,0,0,0,0,59.33216059999999,18.0438226,1.2 km
Sankt Eriksgatan 71B,5800000,2462.0,2023-03-30,54.0,2.0,1,0,0,1,0,0,0,0,0,1,59.3386462,18.0356376,1.8 km
Jungfrugatan 28,5850000,2070.0,2023-03-30,50.0,2.0,1,0,0,0,0,0,0,1,0,0,59.338288,18.0832318,1.9 km
Skeppargatan 57,17000000,4044.0,2023-03-30,114.0,4.0,1,0,0,1,0,0,0,1,0,0,59.3381718,18.0860423,2.1 km
Tjustgatan 3,3165000,2334.0,2023-03-30,36.0,1.5,1,0,0,0,0,0,0,0,1,0,59.31215160000001,18.0707427,2.7 km
Fleminggatan 70,8175000,2594.0,2023-03-30,83.0,3.0,1,0,0,1,0,1,0,0,0,0,59.33541119999999,18.0269257,2.0 km
Norra Stationsgatan 64B,4450000,3001.0,2023-03-30,46.5,2.0,1,0,0,1,0,0,0,0,0,1,59.3480235,18.037674,2.4 km
Strålgatan 21,2800000,2735.0,2023-03-30,39.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3239771,18.0057555,3.8 km
Bergsgatan 51,5515000,1491.0,2023-03-30,55.0,2.5,1,0,0,0,0,1,0,0,0,0,59.3306418,18.0371054,1.5 km
Breitenfeldsgatan 1,14500000,3618.0,2023-03-30,83.0,3.0,0,0,0,0,0,0,0,1,0,0,59.33858960000001,18.0945334,2.7 km
Hälsingehöjden 3,7175000,3217.0,2023-03-30,63.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34342840000001,18.0398047,1.9 km
Kristinebergsvägen 14,5770000,3701.0,2023-03-30,71.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3339069,18.0139586,3.0 km
Frejgatan 37,6500000,3477.0,2023-03-30,67.0,2.0,1,0,0,1,0,0,0,0,0,1,59.34689039999999,18.0558976,2.1 km
Svedbergsplan 4,4905000,1145.0,2023-03-30,51.0,2.0,1,0,0,1,0,1,0,0,0,0,59.327832,18.0114558,3.4 km
Roslagsgatan 47,4350000,2568.0,2023-03-30,46.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34972080000001,18.0565019,2.5 km
Franzéngatan 74,5870000,3103.0,2023-03-30,60.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33880689999999,18.0051314,3.6 km
Duvnäsgatan 5,8600000,3395.0,2023-03-29,83.0,4.0,1,0,0,0,0,0,0,0,1,0,59.3132888,18.0946105,3.5 km
Gotlandsgatan 60,4370000,2649.0,2023-03-29,44.0,1.5,1,0,0,1,0,0,0,0,1,0,59.31003639999999,18.0800693,3.1 km
Katarina Bangata 66,6150000,3561.0,2023-03-29,65.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3099015,18.0849557,3.3 km
Samaritgränd 3,4400000,2534.0,2023-03-29,42.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3163972,18.0552042,2.6 km
Celsiusgatan 8,3930000,2105.0,2023-03-29,41.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3331495,18.0393295,1.4 km
Lokstallsgatan 6,3995000,1845.0,2023-03-29,39.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3376999,18.0395683,1.4 km
Lilla Erstagatan 6,16600000,7711.0,2023-03-29,152.0,5.0,1,0,0,1,0,0,0,0,1,0,59.3164711,18.0881214,2.9 km
Tegnérgatan 19,3050000,1198.0,2023-03-29,21.0,1.0,1,0,0,1,0,0,0,0,0,1,59.33989609999999,18.061763,1.3 km
Hantverkargatan 37,3975000,1390.0,2023-03-29,36.0,2.0,1,0,0,1,0,1,0,0,0,0,59.32913079999999,18.0416458,1.3 km
Upplandsgatan 67A,9100000,4338.0,2023-03-29,75.0,3.0,1,0,0,1,0,0,0,0,0,1,59.34396529999999,18.0461511,1.6 km
Bråvallagatan 9B,3700000,2027.0,2023-03-29,34.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3390849,18.0347196,1.8 km
Högbergsgatan 59,7290000,4380.0,2023-03-29,71.0,3.0,1,0,0,0,0,0,0,0,1,0,59.31587039999999,18.0679592,2.1 km
Karlbergsvägen 37B,4800000,840.0,2023-03-29,37.0,2.0,0,0,0,0,0,0,0,0,0,1,59.3423975,18.0389716,1.9 km
Valhallavägen 131,2970000,1116.0,2023-03-29,23.0,1.0,1,0,0,1,0,0,0,1,0,0,59.3420607,18.0867333,2.4 km
Starrängsringen 25,6200000,2932.0,2023-03-29,58.0,2.0,1,0,0,1,1,0,0,0,0,0,59.34383829999999,18.0857626,2.4 km
Katarina Bangata 62,3350000,2244.0,2023-03-29,36.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3100653,18.0843238,3.3 km
Fleminggatan 35,9750000,3679.0,2023-03-29,100.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3331333,18.0418221,1.2 km
Alsnögatan 22,6350000,4800.0,2023-03-29,78.6,3.0,1,0,0,1,0,0,0,0,1,0,59.3122093,18.1006475,3.8 km
Erik Dahlbergsgatan 71,6225000,3622.0,2023-03-29,70.0,3.0,1,0,0,1,1,0,0,0,0,0,59.34649030000001,18.0926853,2.9 km
Öregrundsgatan 15,4650000,2927.0,2023-03-29,60.5,2.0,1,0,0,1,0,0,0,1,0,0,59.3449458,18.1131461,4.3 km
Frejgatan 49,11700000,2826.0,2023-03-29,103.0,4.0,1,0,0,1,0,0,0,0,0,1,59.3461886,18.0528963,2.0 km
Nybrogatan 73,18500000,2324.0,2023-03-29,107.0,3.0,1,0,0,1,0,0,0,1,0,0,59.3402076,18.0813798,1.9 km
Love Almqvists väg 4B,3360000,3243.0,2023-03-29,38.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33480780000001,18.0023359,3.8 km
Blekingegatan 12,3750000,2386.0,2023-03-29,36.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3091902,18.0659459,3.1 km
Eastmansvägen 11,16220000,5277.0,2023-03-29,120.0,5.0,1,0,0,1,0,0,0,0,0,1,59.33976089999999,18.045884,1.3 km
Åsögatan 181,5490000,2346.0,2023-03-29,49.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31478899999999,18.0894883,3.1 km
Sandelsgatan 35,4510000,2198.0,2023-03-29,41.0,2.0,1,0,0,1,1,0,0,0,0,0,59.343963,18.0937802,3.0 km
Folkskolegatan 12,3650000,3176.0,2023-03-29,41.0,1.0,1,0,0,0,0,0,0,0,1,0,59.3171243,18.0298918,3.8 km
Hagaesplanaden 74,4750000,2899.0,2023-03-29,46.5,2.0,1,0,0,1,0,0,0,0,0,1,59.3486365,18.0371827,2.5 km
Ingemarsgatan 4,8700000,4375.0,2023-03-29,99.0,4.0,1,0,0,1,0,0,0,0,0,1,59.34959709999999,18.0576493,2.5 km
Alströmergatan 32 I,7450000,5141.0,2023-03-29,89.0,4.5,1,0,0,1,0,1,0,0,0,0,59.33746069999999,18.0265632,2.3 km
Nina Einhorns Gata 10,6200000,4130.0,2023-03-29,71.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3478256,18.0352029,2.6 km
Dalagatan 35A,6425000,2824.0,2023-03-29,54.0,3.0,1,0,0,0,0,0,0,0,0,1,59.3446146,18.0423991,1.8 km
Ernst Ahlgrens Väg 10,3700000,2282.0,2023-03-29,41.0,2.0,0,0,0,1,0,1,0,0,0,0,59.3304854,18.003931,3.6 km
Bergsundsgatan 4,2775000,1084.0,2023-03-29,26.0,1.0,1,1,0,0,0,0,0,0,1,0,59.3180186,18.0282623,3.8 km
Fatburs Brunnsgata 18,5180000,3334.0,2023-03-29,61.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3134011,18.0639813,2.6 km
Rålambshovsleden 38,7945000,4686.0,2023-03-29,84.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3309763,18.0224211,2.6 km
Nackagatan 20,5810000,5649.0,2023-03-29,75.5,3.0,1,0,0,1,0,0,0,0,1,0,59.31039289999999,18.099474,4.0 km
Kocksgatan 58,4250000,1993.0,2023-03-29,46.0,2.0,0,1,0,0,0,0,0,0,1,0,59.314906,18.0849359,2.8 km
Kronobergsgatan 25 Lgh 1204,7025000,5221.0,2023-03-29,86.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3337526,18.0339816,1.7 km
Valhallavägen 42,5495000,2483.0,2023-03-28,52.0,2.0,1,0,0,1,0,0,0,1,0,0,59.34782629999999,18.0640919,2.4 km
Dalagatan 70,9900000,3960.0,2023-03-28,80.5,3.0,0,0,0,1,0,0,0,0,0,1,59.3443104,18.0433579,1.8 km
Ulriksborgsgatan 16,7500000,4391.0,2023-03-28,97.0,4.0,1,0,0,1,0,1,0,0,0,0,59.333996,18.0177933,3.0 km
Sankt Eriksgatan 84,5900000,1909.0,2023-03-28,64.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3404298,18.0374821,1.8 km
Torsgatan 48B,8400000,236.0,2023-03-28,70.0,2.5,0,0,0,0,0,0,0,0,0,1,59.34192429999999,18.0374433,1.8 km
Robert Almströmsgatan 12,4350000,2028.0,2023-03-28,35.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3392122,18.0338494,1.9 km
Norrtullsgatan 36,3450000,1903.0,2023-03-28,33.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3493796,18.0451906,2.2 km
Upplandsgatan 22,13700000,4520.0,2023-03-28,98.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3392277,18.0522909,0.9 km
Torsgatan 27,3000000,1990.0,2023-03-28,29.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3383075,18.039857,1.4 km
Banérgatan 41,10000000,2935.0,2023-03-28,76.0,3.0,1,0,0,0,0,0,0,1,0,0,59.3376902,18.09499,2.7 km
Kungsholms strand 171,4000000,2282.0,2023-03-28,41.0,1.0,1,0,0,0,0,1,0,0,0,0,59.33841669999999,18.0243137,2.4 km
Tomtebogatan 49A,5250000,3257.0,2023-03-28,47.0,2.0,1,0,0,0,0,0,0,0,0,1,59.3419636,18.0272812,2.3 km
Birkagatan 27,10850000,4259.0,2023-03-28,90.0,3.5,1,0,0,1,0,0,0,0,0,1,59.3411011,18.0351273,1.9 km
David Bagares gata 26 A,10550000,3962.0,2023-03-28,89.0,3.0,1,0,0,1,0,0,1,0,0,0,59.3372608,18.0658359,1.0 km
Krukmakargatan 38,2670000,2141.0,2023-03-28,22.0,1.0,0,0,0,0,0,0,0,0,1,0,59.31696849999999,18.0517827,2.7 km
Vintertullstorget 40,6795000,5308.0,2023-03-28,75.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3074083,18.0917697,3.8 km
Drottningholmsvägen 1,12700000,6126.0,2023-03-28,118.0,4.0,1,0,0,0,0,1,0,0,0,0,59.3318393,18.0328448,1.8 km
Kommendörsgatan 6,6475000,1950.0,2023-03-28,49.0,2.0,0,0,0,0,0,0,0,1,0,0,59.339148,18.0765129,1.6 km
Lundagatan 42A,4070000,2105.0,2023-03-28,41.5,2.0,1,0,0,0,0,0,0,0,1,0,59.3185728,18.0448016,3.0 km
Parkgatan 14,6020000,3753.0,2023-03-28,56.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3333836,18.0356373,1.6 km
Sveavägen 133,6575000,3737.0,2023-03-28,72.0,3.0,1,0,0,0,0,0,0,0,0,1,59.34874379999999,18.0506271,2.3 km
Artillerigatan 75,4650000,1801.0,2023-03-28,37.0,1.5,1,0,0,0,0,0,0,1,0,0,59.34072320000001,18.0858904,2.3 km
Tulegatan 49,9750000,4075.0,2023-03-28,91.0,3.5,1,0,0,1,0,0,0,0,0,1,59.3466192,18.0575469,2.2 km
Olof dalins väg 20,3950000,3026.0,2023-03-28,46.0,2.0,1,0,0,1,0,1,0,0,0,0,59.3364148,17.9987795,4.1 km
Folkungagatan 108,4450000,1266.0,2023-03-28,38.0,2.0,1,0,0,1,0,0,0,0,1,0,59.3152961,18.0835506,2.7 km
Drottningholmsvägen 17,6320000,2457.0,2023-03-28,59.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33177209999999,18.0296159,2.1 km
Untravägen 23,3325000,3524.0,2023-03-28,44.2,2.0,0,0,0,0,1,0,0,0,0,0,59.3536848,18.0934157,4.0 km
Norra Stationsgatan 64A,3600000,2428.0,2023-03-28,35.0,2.0,1,0,1,1,0,0,0,0,0,1,59.3480558,18.0376415,2.4 km
Nybrogatan 66,4050000,1501.0,2023-03-28,31.0,1.0,1,0,0,0,0,0,0,1,0,0,59.3412703,18.0827123,2.0 km
Skeppargatan 77,4350000,2483.0,2023-03-28,42.0,2.0,1,0,0,1,1,0,0,0,0,0,59.3428018,18.0899485,2.7 km
Primusgatan 69,6125000,4568.0,2023-03-28,75.5,3.0,1,0,0,1,0,1,0,0,0,0,59.32360680000001,18.0035071,4.0 km
Erik Dahlbergsgatan 29A,4550000,2088.0,2023-03-27,33.0,2.0,1,0,0,1,0,0,0,1,0,0,59.3428076,18.0914325,2.8 km
Norra Stationsgatan 95A,7500000,3934.0,2023-03-27,91.0,4.0,1,0,0,1,0,0,0,0,0,1,59.34503039999999,18.0312305,2.5 km
Högalidsgatan 31,2600000,2097.0,2023-03-27,26.0,1.0,1,0,0,0,0,0,0,0,1,0,59.31829159999999,18.0292671,3.8 km
Ninni Kronbergs gata 10,3350000,2506.0,2023-03-27,33.5,1.0,1,0,0,0,0,0,0,0,0,1,59.3486775,18.034463,2.8 km
Hornsgatan 57B,14100000,2498.0,2023-03-27,146.0,4.0,1,0,0,0,0,0,0,0,1,0,59.3178446,18.0556102,2.4 km
Johannesgatan 3,8500000,2988.0,2023-03-27,67.0,3.0,1,0,0,1,0,0,0,0,0,1,59.3375006,18.0659098,1.0 km
Sankt Göransgatan 153,2500000,1721.0,2023-03-27,24.5,1.0,1,0,0,0,0,1,0,0,0,0,59.3380237,18.0144012,3.0 km
Västmannagatan 52,3100000,1686.0,2023-03-27,29.0,1.0,1,0,0,1,0,0,0,0,0,1,59.34145349999999,18.0482698,1.3 km
Flintbacken 6,6465000,4118.0,2023-03-27,80.5,3.0,1,0,0,1,0,0,0,0,1,0,59.31039289999999,18.0506243,3.6 km
Rindögatan 40,3000000,1695.0,2023-03-27,25.0,1.0,1,0,0,1,1,0,0,0,0,0,59.3451028,18.1001073,3.5 km
Sandelsgatan 35,4400000,2261.0,2023-03-27,36.0,2.0,1,0,0,1,1,0,0,0,0,0,59.343963,18.0937802,3.0 km
Hornsgatan 107,5150000,2926.0,2023-03-27,64.0,2.0,1,0,0,1,0,0,0,0,1,0,59.31608130000001,18.0416628,3.2 km
Götgatan 99,11350000,3399.0,2023-03-27,133.0,4.5,1,0,0,0,0,0,0,0,1,0,59.30745939999999,18.0770364,3.2 km
Kungsholms strand 179,4380000,2328.0,2023-03-27,43.0,2.0,1,0,0,0,0,1,0,0,0,0,59.3386392,18.0232058,2.5 km
Brännkyrkagatan 52,7600000,3939.0,2023-03-27,75.0,4.0,1,0,0,0,0,0,0,0,1,0,59.31911999999999,18.0586047,2.1 km
Tjurbergsgatan 38,3900000,2354.0,2023-03-27,39.0,2.0,1,0,0,0,0,0,0,0,1,0,59.3103978,18.0723972,2.8 km
Tomtebogatan 31,3110000,1153.0,2023-03-27,23.0,1.0,1,0,0,0,0,0,0,0,0,1,59.34151499999999,18.0300222,2.2 km
Fleminggatan 73,6320000,4334.0,2023-03-27,74.0,2.5,1,0,0,0,0,1,0,0,0,0,59.3340213,18.0345434,1.6 km
Värtavägen 59,2320000,1201.0,2023-03-27,22.0,1.0,0,0,0,0,1,0,0,0,0,0,59.34752450000001,18.1018719,3.7 km
Sankt Eriksgatan 24,7350000,1679.0,2023-03-27,76.0,3.0,1,0,0,1,0,1,0,0,0,0,59.3317683,18.031246,1.9 km
Norra Agnegatan 38,6150000,2420.0,2023-03-27,60.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33256420000001,18.0434384,1.1 km
Sveavägen 99,3900000,1909.0,2023-03-27,38.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34582140000001,18.0526427,2.0 km
Creutzgatan 11,3580000,2094.0,2023-03-27,37.0,2.0,0,0,0,0,0,1,0,0,0,0,59.3325953,18.014689,2.9 km
Grevgatan 20,3600000,1499.0,2023-03-27,26.0,1.0,1,0,0,0,0,0,0,1,0,0,59.333566,18.084672,1.8 km
Grevgatan 40,4100000,1882.0,2023-03-27,33.0,2.0,0,0,0,0,0,0,0,1,0,0,59.33538799999999,18.0861059,2.0 km
Gävlegatan 36B,5550000,3393.0,2023-03-27,47.6,2.0,1,0,0,0,0,0,0,0,0,1,59.3481732,18.0326672,2.6 km
Grevgatan 39 med balkong,16330000,5829.0,2023-03-27,142.0,5.0,1,0,0,1,0,0,0,1,0,0,59.3357235,18.0857115,2.0 km
Norr Mälarstrand 94,3150000,1559.0,2023-03-26,24.0,1.0,1,0,0,1,0,1,0,0,0,0,59.33044229999999,18.0254209,2.4 km
Fryxellsgatan 3 B ,5725000,2566.0,2023-03-26,61.0,2.0,1,0,0,0,0,0,0,1,0,0,59.3430511,18.0648062,1.7 km
Cardellgatan 4,6200000,3741.0,2023-03-26,53.0,2.0,1,1,0,0,0,0,0,1,0,0,59.33872049999999,18.0759543,1.5 km
Medborgarplatsen 11,6000000,4578.0,2023-03-26,70.0,3.0,1,0,0,0,0,0,0,0,1,0,59.3151812,18.0708658,2.2 km
Erstagatan 11,4800000,2273.0,2023-03-26,44.0,2.0,0,0,0,0,0,0,0,0,1,0,59.31499599999999,18.0902997,3.1 km
Riddargatan 29D,7900000,1906.0,2023-03-26,66.0,2.0,0,0,0,1,0,0,0,1,0,0,59.33307560000001,18.0847163,1.7 km
Hälsingegatan 61,5100000,2501.0,2023-03-26,52.0,2.0,1,0,0,0,0,0,0,0,0,1,59.34829649999999,18.0363521,2.5 km
Sara Lidmans gata 4,5850000,2462.0,2023-03-26,68.0,2.0,1,0,0,1,0,1,0,0,0,0,59.33842730000001,18.0033869,3.7 km
Furusundsgatan 8,3300000,1646.0,2023-03-26,31.0,1.0,1,0,0,1,1,0,0,0,0,0,59.3475462,18.0964689,3.2 km
Tullgårdsgatan 10,7700000,3620.0,2023-03-25,74.0,4.0,1,0,0,1,0,0,0,0,1,0,59.3056332,18.0848817,3.8 km
Adolf fredriks kyrkogata 3,6700000,3089.0,2023-03-25,61.0,2.0,1,0,0,1,0,0,0,0,0,1,59.33774999999999,18.062623,1.0 km
Bondegatan 4,12050000,3285.0,2023-03-25,99.0,3.0,1,0,0,1,0,0,0,0,1,0,59.3123709,18.075871,2.7 km
Primusgatan 69,6195000,4825.0,2023-03-25,81.0,4.0,1,1,0,0,0,1,0,0,0,0,59.32360680000001,18.0035071,4.0 km
Upplandsgatan 64,16250000,5187.0,2023-03-24,143.0,5.0,1,0,0,0,0,0,0,0,0,1,59.3445019,18.0469522,1.6 km
Melodislingan 46,9400000,5915.0,2023-03-24,81.0,3.0,1,0,0,1,1,0,0,0,0,0,59.34512040000001,18.0817565,2.3 km
Timmermansgatan 37,7800000,4593.0,2023-03-24,83.0,3.5,1,0,0,0,0,0,0,0,1,0,59.31495759999999,18.0618237,2.5 km
Wivalliusgatan 6,11650000,6743.0,2023-03-24,119.5,5.0,0,1,0,1,0,1,0,0,0,0,59.32612289999999,18.0130589,3.4 km
Strindbergsgatan 51,6675000,2859.0,2023-03-24,61.0,2.5,1,0,0,1,0,0,0,1,0,0,59.3413289,18.0952275,3.0 km
Kungsklippan 12,3000000,2896.0,2023-03-24,30.5,1.0,1,0,0,1,0,1,0,0,0,0,59.33019580000001,18.0484427,0.8 km
Fleminggatan 40A,3600000,1990.0,2023-03-24,40.0,1.0,1,0,0,0,0,1,0,0,0,0,59.3344608,18.0342758,1.6 km
Karlbergsvägen 58,3925000,1196.0,2023-03-24,33.0,1.0,1,0,0,0,0,0,0,0,0,1,59.3426521,18.0346725,2.0 km
Upplandsgatan 84,15000000,2832.0,2023-03-24,118.0,5.0,1,0,0,1,0,0,0,0,0,1,59.3466107,18.0448533,1.9 km
Katarina Bangata 65,2850000,1579.0,2023-03-24,28.0,1.0,1,0,0,1,0,0,0,0,1,0,59.30910230000001,18.0882862,3.5 km
Erik Dahlbergsgatan 63,10200000,4795.0,2023-03-24,104.0,4.0,1,0,0,1,1,0,0,0,0,0,59.34600649999999,18.0928916,2.9 km
Linnégatan 17A,3210000,1326.0,2023-03-24,26.0,1.0,1,0,0,0,0,0,0,1,0,0,59.3377261,18.0783365,1.5 km
Hornsgatan 55A,5850000,2094.0,2023-03-24,53.0,2.0,0,0,0,1,0,0,0,0,1,0,59.3178604,18.0561573,2.3 km
Tomtebogatan 26A,4525000,1977.0,2023-03-24,39.0,2.0,0,0,0,0,0,0,0,0,0,1,59.3415059,18.0310855,2.2 km
Surbrunnsgatan 1,10500000,2567.0,2023-03-24,78.0,2.0,1,0,0,1,0,0,0,1,0,0,59.347143,18.065003,2.3 km
Maria Skolgata 87,4900000,3118.0,2023-03-24,46.0,2.0,1,0,0,0,0,0,0,0,1,0,59.314749,18.0536432,2.9 km
Nybrogatan 57,15375000,5577.0,2023-03-24,115.0,4.0,1,0,0,1,0,0,0,1,0,0,59.3381388,18.0797673,1.7 km
